sample_index,config_index,config_name,velocity_index,U,Re,Ca,E,h,t,theta1_deg,theta2_deg,theta3_deg,D,H,L,H_soft,b,N_per_col,Cd_soft_prior,Cd_cyl_prior,F_exp,F_matlab_iter,F_matlab_pre,F_total_rigid,F_total_Ca,F_leaf_iter,Fcol_1,Fcol_2,Fcol_3,shielding_coef_matlab,angle_diff_deg_matlab
208,10,guijiao_10_0,18,0.5,12500.0,400.00000000000006,480000.0,0.01,0.002,60.0,120.0,240.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.9285801456078282,1.100820383293219,1.2254718977265093,2.5945508075688775,1.158676521936473,0.27163829334496603,0.15625826720526587,0.057690013069821564,0.0576900130698786,0.4224665886030792,4.493317720615835
209,11,guijiao_10_180,0,0.05,1250.0,4.000000000000002,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.06980590022277014,0.02767010110346698,0.02796470272963761,0.02594550807568878,0.022372296369986035,0.01904510110346698,0.009522550551733249,1.5577606235468818e-22,0.00952255055173373,0.8389751951338482,87.79503902676966
210,11,guijiao_10_180,1,0.07500000000000001,1875.0,9.000000000000004,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.03306988819951903,0.056784543143934364,0.05910832521712705,0.05837739317029975,0.043011338926987094,0.03737829314393436,0.018689146571965146,1.9663045294349365e-22,0.01868914657196921,0.7209258070110234,64.18516140220468
211,11,guijiao_10_180,2,0.1,2500.0,16.000000000000007,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.15503377539868027,0.08633761767005727,0.0938340419754187,0.10378203230275512,0.06914101615137756,0.05183761767005726,0.02591880883503362,3.962648815471398e-22,0.025918808835023645,0.6509374432479669,50.18748864959335
212,11,guijiao_10_180,3,0.125,3125.0,25.000000000000004,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.17423644694735999,0.11852048222842662,0.1324789075554496,0.16215942547305484,0.1005511293090516,0.06461423222842662,0.032307116114212914,3.157014867689143e-23,0.032307116114213705,0.6060657285199573,41.21314570399147
213,11,guijiao_10_180,4,0.15000000000000002,3750.0,36.000000000000014,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.22579201470852303,0.15470259149039328,0.17554504263522394,0.233509572681199,0.13710609684750286,0.07707759149039325,0.03853879574519763,5.617418470532626e-23,0.03853879574519562,0.5746968858415347,34.93937716830695
214,11,guijiao_10_180,5,0.175,4375.0,49.0,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.24175983733517228,0.19548857019625077,0.2233190718833063,0.31783247392718744,0.1787098049628603,0.08983232019625076,0.04491616009811675,6.843195684709817e-23,0.04491616009813401,0.5514178779469232,30.28357558938464
215,11,guijiao_10_180,6,0.2,5000.0,64.00000000000003,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.24040131565220194,0.24114192208250612,0.2759590782438257,0.4151281292110205,0.22528989087773776,0.10314192208250608,0.05157096104126305,5.755372318203365e-23,0.051570961041243035,0.5333973566224427,26.67947132448853
216,11,guijiao_10_180,7,0.22500000000000003,5625.0,81.00000000000004,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.35061753706686594,0.29177139003822167,0.3335504047402053,0.5253965385326979,0.27678953808604595,0.1171151400382216,0.0585575700191277,5.2545480735781425e-22,0.05855757001909389,0.5190048119891868,23.800962397837367
217,11,guijiao_10_180,8,0.25,6250.0,100.00000000000001,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.3476819406447603,0.3474120258835868,0.39613583727780777,0.6486377018922194,0.3331627306225599,0.13178702588358676,0.0658935129417843,1.220661632335122e-21,0.06589351294180246,0.5072302929326756,21.446058586535116
218,11,guijiao_10_180,9,0.275,6875.0,121.00000000000003,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.38224052356043214,0.4080626965809114,0.46373250664078364,0.7848516192895856,0.39437129835128915,0.14715644658091132,0.07357822329046129,3.733636899480958e-22,0.07357822329045004,0.4974122016824001,19.48244033648001
219,11,guijiao_10_180,10,0.3,7500.0,144.00000000000003,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.5158165325351568,0.4737044836783681,0.5363418093821173,0.9340382907247957,0.46038297197800876,0.1632044836783681,0.08160224183912339,5.248621587036172e-21,0.0816022418392447,0.4890975824173845,17.81951648347689
220,11,guijiao_10_180,11,0.32499999999999996,8125.0,168.99999999999997,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.4750730647217961,0.5443101279909032,0.6139554618015175,1.0961977161978504,0.5311700455003997,0.17990387799090324,0.08995193899545263,9.957311917979837e-21,0.08995193899545062,0.4819652172435679,16.39304344871357
221,11,guijiao_10_180,12,0.35,8750.0,196.0,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.5916249774584501,0.6198490252349962,0.6965593023055028,1.2713298957087498,0.6067084233347195,0.19722402523499627,0.09861201261751558,1.80143907512556e-20,0.09861201261748068,0.4757799239915147,15.155984798302939
222,11,guijiao_10_180,13,0.375,9375.0,225.00000000000003,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.7030402818899283,0.7002899163035058,0.7841357386656753,1.4594348292574935,0.6869769214215617,0.21513366630350578,0.10756683315179263,3.128422249713277e-20,0.10756683315171316,0.47036575424921184,14.073150849842364
223,11,guijiao_10_180,14,0.4,10000.0,256.0000000000001,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.7948856231852184,0.7856023233157441,0.8766653394004781,1.660512516844082,0.7719567419197767,0.23360232331574393,0.11680116165788793,5.242701784476018e-20,0.116801161657856,0.46558871958607956,13.117743917215904
224,11,guijiao_10_180,15,0.425,10625.0,288.99999999999994,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,0.9257188710790331,0.8757572880731285,0.9741278748393571,1.874562958468514,0.8616310700560241,0.2526010380731285,0.12630051903656428,8.515039448990102e-20,0.12630051903656425,0.46134422480275605,12.268844960551206
225,11,guijiao_10_180,16,0.45,11250.0,324.00000000000006,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.0905781839442974,0.9707277173739719,1.0765029986664876,2.101586154130791,0.955984759109173,0.27210271737397185,0.13605135868692136,1.3451643051552445e-19,0.1360513586870505,0.4575488280040769,11.50976560081537
226,11,guijiao_10_180,17,0.475,11875.0,361.0,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.0394068635047395,1.0704885077747295,1.183770692657457,2.3415821038309117,1.0550040803727103,0.29208225777472946,0.14604112888735413,1.273538332788079e-18,0.14604112888737533,0.4541366004588445,10.827320091768911
227,11,guijiao_10_180,18,0.5,12500.0,400.00000000000006,480000.0,0.01,0.002,60.0,180.0,300.0,0.025,0.23,0.08,0.2,0.0275,5.0,2.0,1.2,1.115392993223987,1.175016534410683,1.2959115428207593,2.5945508075688775,1.158676521936473,0.312516534410683,0.15625826720526587,6.687006366382691e-19,0.15625826720541713,0.4510525892465199,10.210517849303983
